EVS LdF 1981-2008 Variable name (ZA4804),EVS LdF 1981-2008 variable label (ZA4804),EVS 1981             ,EVS 1990        ,EVS 1999  ,EVS 2008 ,Thematic categories
X038,How many people work in your department-organization,v565,,,,Socio demographics
X039,Do you or your spouse belong to a labour union,v566,,,,Socio demographics
X040,Are you the chief wage earner in your house,v564,q727,v315,,Socio demographics
X041,Is the chief wage earner employed now,,q728a,v316,,Socio demographics
X042_2,Profession/industry (2 digit isco88),,,v317_2,,Socio demographics
X042_3,Profession/industry (3 digit isco88),,,v317_3,,Socio demographics
X042_4,Profession/industry (4 digit isco88),,,v317,,Socio demographics
X043,Chief wage earner profession/job,v563,q729,v318,,Socio demographics
X044,Family savings during past year,,,v320_se,,Socio demographics
X045,Social class (subjective),,,v321_se,,Socio demographics
X046,Socio-economic status of respondent,v572,q733,o49,,Socio demographics
X047,Scale of incomes,v570,q731,v320,,Socio demographics
X047A,Weekly household income,,,,v353WK,Socio demographics
X047A_01,Weekly household income (country specific),,,,v353W_cs,Socio demographics
X047B,Monthly household income,,,,v353MM,Socio demographics
X047B_01,Monthly household income (country specific),,,,v353M_cs,Socio demographics
X047C,Annual household income,,,,v353YR,Socio demographics
X047C_01,Annual household income (country specific),,,,v353Y_cs,Socio demographics
X047CS,Income (country specific),v570_cs,q731_cs,v320_cs,,Socio demographics
X047D,"Monthly household income (x1000), corrected for ppp in euros",,,v320_ppp,v353M_ppp,Socio demographics
X047R,Income level,v570_r,q731_r,v320_r,v353_r,Socio demographics
X048,Region where the interview was conducted,v569,q743,v323,,Socio demographics
X048A,Region where interview was conducted: NUTS-1 code (EVS code),,,,v371b_N1,Socio demographics
X048A_N1,Region where interview was conducted: NUTS-1 code (official code),,,,,Socio demographics
X048B,Region where interview was conducted: NUTS-2 code (EVS code),,,,v371b_N2,Socio demographics
X048B_N2,Region where interview was conducted: NUTS-2 code (official code),,,,,Socio demographics
X048C,Region where interview was conducted: NUTS-3 code (EVS code),,,,v371b_N3,Socio demographics
X048C_N3,Region where interview was conducted: NUTS-3 code (official code),,,,,Socio demographics
X048D,Region at age 14: country,,,,v368b_CC,Socio demographics
X048E,Region at age 14: NUTS-1 code (EVS code),,,,v368b_N1,Socio demographics
X048E_N1,Region at age 14: NUTS-1 code (official code ),,,,,Socio demographics
X048F,Region at age 14: NUTS-2 code (EVS code),,,,v368b_N2,Socio demographics
X048F_N2,Region at age 14: NUTS-2 code (official code),,,,,Socio demographics
X048G,Region at age 14: NUTS-3 code (EVS code),,,,v368b_N3,Socio demographics
X048G_N3,Region at age 14: NUTS-3 code (official code ),,,,,Socio demographics
X049,Size of town,,q742b,v322,v370,Socio demographics
X049A,Size of town where interview was conducted (EVS2008 recoded),,,,,Socio demographics
X049CS,Size of town (country specific),v653_us,q742b_fi,,,Socio demographics
X050,Type of habitat,v568,,,,Socio demographics
X051,Ethnic group,v571_cs,,,,Socio demographics
Y001,Post-Materialist index 12-item,,q535b_12,v195_se,,Politics and Society
Y002,Post-Materialist index 4-item,v461_4,q533b_4,v191_4,v202_4,Politics and Society
